trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'e': 0.9646402934831231, 'a': 0.54}",30,0,-158.24874445378583,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 1}",0
2,False,"{'e': 0.9474321065017983, 'a': 0.54}",25,0,-85.25255943089856,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
3,False,"{'e': 0.9305308958112057, 'a': 0.54}",20,13,3.4735213165248413,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
4,False,"{'e': 0.9139311852712282, 'a': 0.54}",25,0,-130.2509223596859,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
5,False,"{'e': 0.8976275964304349, 'a': 0.54}",25,0,-156.2402113837332,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
6,False,"{'e': 0.8816148467834161, 'a': 0.54}",25,0,-310.2245814995539,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 6}",0
7,False,"{'e': 0.865887748059205, 'a': 0.54}",25,0,-93.06034805483888,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
8,False,"{'e': 0.850441204540233, 'a': 0.54}",25,0,-216.79368817403443,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
9,False,"{'e': 0.835270211411272, 'a': 0.54}",20,0,-105.9501009659356,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
10,False,"{'e': 0.8203698531378311, 'a': 0.54}",20,0,-61.94345797930666,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
11,False,"{'e': 0.8057353018734796, 'a': 0.54}",20,0,-59.37871017186409,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
12,False,"{'e': 0.7913618158955839, 'a': 0.54}",20,0,-106.34917859057106,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
13,False,"{'e': 0.7772447380689461, 'a': 0.54}",25,0,-109.7125599449359,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
14,False,"{'e': 0.7633794943368533, 'a': 0.54}",20,0,-53.8888806729131,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
15,False,"{'e': 0.7497615922390413, 'a': 0.54}",25,0,-75.62156640434128,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
16,False,"{'e': 0.7363866194561001, 'a': 0.54}",20,0,-58.26569506770085,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
17,False,"{'e': 0.7232502423798425, 'a': 0.54}",20,0,-95.23501581704117,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
18,False,"{'e': 0.7103482047091773, 'a': 0.54}",25,0,-129.84241107528774,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
19,False,"{'e': 0.697676326071031, 'a': 0.54}",30,16,9.808441636304105,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'e': 0.6852305006658703, 'a': 0.54}",30,6,-65.73771152083071,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 0}",1
21,False,"{'e': 0.6730066959373865, 'a': 0.54}",20,0,-105.96973098905863,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
22,False,"{'e': 0.6610009512659125, 'a': 0.54}",35,0,-170.09164330348187,"{0: 23, 1: 4, 2: 4, 3: 1, 4: 3}",0
23,False,"{'e': 0.6492093766851474, 'a': 0.54}",20,9,-22.129907363929888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
24,False,"{'e': 0.6376281516217733, 'a': 0.54}",30,0,-174.83735803499994,"{0: 15, 1: 4, 2: 7, 3: 3, 4: 1}",0
25,False,"{'e': 0.6262535236575559, 'a': 0.54}",20,0,-33.24337508451297,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
26,False,"{'e': 0.6150818073135287, 'a': 0.54}",20,14,-1.0732251725193789,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
27,False,"{'e': 0.6041093828558647, 'a': 0.54}",20,0,-39.432063270854414,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
28,False,"{'e': 0.5933326951230521, 'a': 0.54}",20,1,-52.039695590108316,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 1}",1
29,False,"{'e': 0.5827482523739898, 'a': 0.54}",25,10,5.839525876809677,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
30,False,"{'e': 0.5723526251566333, 'a': 0.54}",35,0,-224.48743139269246,"{0: 19, 1: 8, 2: 3, 3: 1, 4: 4}",0
31,False,"{'e': 0.5621424451968224, 'a': 0.54}",25,12,-25.44970232280465,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
32,False,"{'e': 0.5521144043069306, 'a': 0.54}",25,0,-89.93107529757847,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
33,False,"{'e': 0.5422652533139832, 'a': 0.54}",20,0,-80.25513345295437,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
34,False,"{'e': 0.5325918010068972, 'a': 0.54}",20,11,4.271949968710178,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
35,False,"{'e': 0.5230909131025009, 'a': 0.54}",30,0,-96.88572409205625,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
36,False,"{'e': 0.5137595112299984, 'a': 0.54}",25,0,-78.30384396344857,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
37,False,"{'e': 0.5045945719335512, 'a': 0.54}",25,3,12.239595007186711,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
38,False,"{'e': 0.49559312569265146, 'a': 0.54}",30,0,-104.29177029090363,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 1}",0
39,False,"{'e': 0.4867522559599717, 'a': 0.54}",20,0,-15.384283031985095,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
40,False,"{'e': 0.4780690982163776, 'a': 0.54}",20,0,-111.03741228742886,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
41,False,"{'e': 0.4695408390427993, 'a': 0.54}",25,0,-97.03637739448509,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
42,False,"{'e': 0.4611647152086585, 'a': 0.54}",25,4,-63.246472207734485,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
43,False,"{'e': 0.45293801277655776, 'a': 0.54}",30,8,-47.04323960816108,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 1}",1
44,False,"{'e': 0.44485806622294116, 'a': 0.54}",25,1,-91.39682483353593,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 2}",1
45,False,"{'e': 0.4369222575744412, 'a': 0.54}",25,0,-56.97311821018782,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
46,False,"{'e': 0.42912801555963254, 'a': 0.54}",20,13,8.034380672435729,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'e': 0.42147281477591764, 'a': 0.54}",20,0,2.654304076978419,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
48,False,"{'e': 0.4139541748712741, 'a': 0.54}",30,0,-181.68412517715424,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 4}",0
49,False,"{'e': 0.40656965974059917, 'a': 0.54}",20,12,-50.30645637575414,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
50,False,"{'e': 0.3993168767363899, 'a': 0.54}",20,0,-44.32114769627169,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
51,False,"{'e': 0.392193475893505, 'a': 0.54}",25,0,-48.18908087572062,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
52,False,"{'e': 0.3851971491677552, 'a': 0.54}",25,13,-22.048875695455322,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
53,False,"{'e': 0.3783256296880768, 'a': 0.54}",20,9,3.9497088438487147,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'e': 0.3715766910220457, 'a': 0.54}",25,4,-51.890495816661165,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 0}",1
55,False,"{'e': 0.36494814645449375, 'a': 0.54}",25,9,-40.99266013498785,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
56,False,"{'e': 0.3584378482789939, 'a': 0.54}",20,8,-18.246529254627927,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
57,False,"{'e': 0.35204368710198464, 'a': 0.54}",25,0,-65.82356734708108,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
58,False,"{'e': 0.3457635911593078, 'a': 0.54}",25,14,6.6667855235869515,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'e': 0.3395955256449392, 'a': 0.54}",20,15,9.337260249192967,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'e': 0.33353749205169325, 'a': 0.54}",20,0,-105.54889791983466,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
61,False,"{'e': 0.3275875275236896, 'a': 0.54}",20,4,-13.789801051888206,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
62,False,"{'e': 0.3217437042203702, 'a': 0.54}",30,7,-25.355887907805016,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 0}",1
63,False,"{'e': 0.31600412869186256, 'a': 0.54}",25,15,5.851385349290894,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
64,False,"{'e': 0.31036694126548503, 'a': 0.54}",20,11,2.1170865574398037,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
65,False,"{'e': 0.30483031544319683, 'a': 0.54}",25,10,-12.46468231369979,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
66,False,"{'e': 0.2993924573097967, 'a': 0.54}",20,4,-13.448434026120832,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
67,False,"{'e': 0.29405160495167837, 'a': 0.54}",35,7,-54.25695072919122,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 0}",1
68,False,"{'e': 0.28880602788595566, 'a': 0.54}",20,8,-25.879314437189652,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
69,False,"{'e': 0.2836540264997704, 'a': 0.54}",25,0,-8.323832274659072,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
70,False,"{'e': 0.2785939314996033, 'a': 0.54}",25,14,8.309413139140748,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'e': 0.2736241033704081, 'a': 0.54}",20,0,-21.520805852460935,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
72,False,"{'e': 0.2687429318443944, 'a': 0.54}",25,1,-80.20961659818555,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 0}",1
73,False,"{'e': 0.2639488353792869, 'a': 0.54}",20,6,-15.075198444597046,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
74,False,"{'e': 0.25924026064589156, 'a': 0.54}",25,0,12.237137246148752,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
75,False,"{'e': 0.2546156820248038, 'a': 0.54}",25,2,-56.607407016593235,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
76,False,"{'e': 0.25007360111209415, 'a': 0.54}",20,0,-32.72500694601487,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
77,False,"{'e': 0.24561254623381226, 'a': 0.54}",25,6,9.3445604439173,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
78,False,"{'e': 0.24123107196915192, 'a': 0.54}",20,6,-27.42404394875088,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
79,False,"{'e': 0.23692775868212176, 'a': 0.54}",25,8,5.451702710615945,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'e': 0.23270121206157107, 'a': 0.54}",20,4,-48.7661809980527,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
81,False,"{'e': 0.2285500626694205, 'a': 0.54}",20,6,23.6759131772098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'e': 0.22447296549695234, 'a': 0.54}",20,12,-0.30730107902370896,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
83,False,"{'e': 0.22046859952901599, 'a': 0.54}",25,0,14.428362639176806,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
84,False,"{'e': 0.2165356673160071, 'a': 0.54}",25,14,-31.949030536853154,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
85,False,"{'e': 0.2126728945534831, 'a': 0.54}",25,16,-2.7215577632777346,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'e': 0.208879029669277, 'a': 0.54}",25,14,-30.193199486870938,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
87,False,"{'e': 0.2051528434179772, 'a': 0.54}",35,16,27.112722136743535,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
88,False,"{'e': 0.2014931284826413, 'a': 0.54}",20,10,-31.080192273584636,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
89,False,"{'e': 0.1978986990836147, 'a': 0.54}",30,20,6.312156667982712,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'e': 0.1943683905943277, 'a': 0.54}",35,23,22.82943779260346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'e': 0.19090105916394634, 'a': 0.54}",20,10,15.04184047057122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'e': 0.18749558134675456, 'a': 0.54}",20,10,-48.26326664347319,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
93,False,"{'e': 0.1841508537381482, 'a': 0.54}",25,20,10.627269495468724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'e': 0.1808657926171221, 'a': 0.54}",20,0,-74.18848272765969,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
95,False,"{'e': 0.17763933359513498, 'a': 0.54}",30,24,9.790831817388787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'e': 0.17447043127123835, 'a': 0.54}",30,23,12.493549355970277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'e': 0.17135805889335742, 'a': 0.54}",25,19,-12.252471876082883,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
98,False,"{'e': 0.1683012080256144, 'a': 0.54}",30,11,-44.36906376457456,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
99,False,"{'e': 0.16529888822158656, 'a': 0.54}",25,10,-18.490332765242147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'e': 0.16235012670339283, 'a': 0.54}",25,17,17.402187457623832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'e': 0.15945396804650522, 'a': 0.54}",25,2,31.48728918819872,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
102,False,"{'e': 0.15660947387018306, 'a': 0.54}",20,0,-10.660743100504526,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
103,False,"{'e': 0.15381572253342932, 'a': 0.54}",20,13,9.152238736913226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'e': 0.15107180883637086, 'a': 0.54}",25,11,27.0685174557201,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'e': 0.14837684372696586, 'a': 0.54}",20,7,25.04188549146714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'e': 0.14572995401294303, 'a': 0.54}",20,15,8.155728193866501,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'e': 0.14313028207887982, 'a': 0.54}",25,8,33.083642785531666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'e': 0.14057698560832743, 'a': 0.54}",25,5,19.07925156001766,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
109,False,"{'e': 0.13806923731089285, 'a': 0.54}",20,5,17.14229441936501,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'e': 0.13560622465418973, 'a': 0.54}",20,5,-18.430452868996486,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
111,False,"{'e': 0.1331871496005706, 'a': 0.54}",20,14,9.196004173111284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'e': 0.13081122834855588, 'a': 0.54}",25,9,7.70999853619887,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'e': 0.12847769107887502, 'a': 0.54}",20,2,-15.087682446597903,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'e': 0.12618578170503877, 'a': 0.54}",20,1,-1.2134119856961285,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'e': 0.12393475762836008, 'a': 0.54}",25,16,16.324392002534577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'e': 0.12172388949734589, 'a': 0.54}",25,0,36.465802654963646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
117,False,"{'e': 0.11955246097138099, 'a': 0.54}",25,4,20.6007244506868,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
118,False,"{'e': 0.11741976848862698, 'a': 0.54}",20,4,-24.303907282691796,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
119,False,"{'e': 0.11532512103806256, 'a': 0.54}",30,18,22.224777974904878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'e': 0.11326783993558948, 'a': 0.54}",20,9,-24.704778902361063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
121,False,"{'e': 0.11124725860413336, 'a': 0.54}",30,17,12.837901624751932,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'e': 0.10926272235766643, 'a': 0.54}",20,12,15.203691509093566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'e': 0.10731358818908407, 'a': 0.54}",20,6,20.41064970200107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'e': 0.10539922456186433, 'a': 0.54}",20,13,12.511677701423638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'e': 0.10351901120544506, 'a': 0.54}",20,5,26.486232556277947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'e': 0.1016723389142504, 'a': 0.54}",30,18,18.102803470047586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'e': 0.09985860935030323, 'a': 0.54}",20,9,19.320531924697185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'e': 0.0980772348493581, 'a': 0.54}",20,3,29.854165905513995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'e': 0.09632763823049303, 'a': 0.54}",30,11,9.501873065829535,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
130,False,"{'e': 0.09460925260909797, 'a': 0.54}",20,6,9.687666337273685,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'e': 0.0929215212131989, 'a': 0.54}",25,10,22.432632577840256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'e': 0.09126389720305919, 'a': 0.54}",25,6,-16.593766638053378,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'e': 0.08963584349399842, 'a': 0.54}",20,11,19.61295760187921,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'e': 0.08803683258237259, 'a': 0.54}",20,8,8.25473261315355,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'e': 0.08646634637465792, 'a': 0.54}",25,7,19.29339970612789,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'e': 0.08492387601958445, 'a': 0.54}",30,11,-8.799630321370287,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
137,False,"{'e': 0.08340892174326339, 'a': 0.54}",30,16,25.268010189052998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'e': 0.0819209926872563, 'a': 0.54}",20,12,14.002304050072151,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'e': 0.08045960674953244, 'a': 0.54}",20,10,-26.034004498404617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'e': 0.07902429042826369, 'a': 0.54}",20,8,-2.7948817554047922,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
141,False,"{'e': 0.07761457866840567, 'a': 0.54}",20,1,-14.33042076953413,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'e': 0.07623001471101583, 'a': 0.54}",20,3,27.752085035674405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'e': 0.07487014994525978, 'a': 0.54}",20,9,18.34914051562145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'e': 0.0735345437630571, 'a': 0.54}",25,1,41.08676364283545,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'e': 0.07222276341632082, 'a': 0.54}",20,9,7.23671729703381,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'e': 0.07093438387674295, 'a': 0.54}",20,0,19.213894518006583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
147,False,"{'e': 0.06966898769808187, 'a': 0.54}",20,13,10.937808249105572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'e': 0.06842616488090583, 'a': 0.54}",25,0,34.8217702386708,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
149,False,"{'e': 0.06720551273974978, 'a': 0.54}",30,16,17.56396719788987,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'e': 0.06600663577264156, 'a': 0.54}",25,5,34.649116824620656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'e': 0.06482914553295599, 'a': 0.54}",30,19,-1.059975529328768,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'e': 0.06367266050355457, 'a': 0.54}",35,28,13.413955560851983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'e': 0.06253680597317077, 'a': 0.54}",25,3,-14.857599102049031,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
154,False,"{'e': 0.061421213915000154, 'a': 0.54}",20,10,17.97752703191314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'e': 0.060325522867456564, 'a': 0.54}",25,12,12.71356305632013,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'e': 0.05924937781705543, 'a': 0.54}",20,10,-1.7013140597457594,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'e': 0.05819243008338615, 'a': 0.54}",20,7,17.33753981665064,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'e': 0.05715433720613679, 'a': 0.54}",25,15,20.132395005703906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'e': 0.056134762834133725, 'a': 0.54}",25,9,-68.85864409419946,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
160,False,"{'e': 0.05513337661636116, 'a': 0.54}",25,3,31.06407704403357,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'e': 0.05414985409492427, 'a': 0.54}",25,9,-34.03591619587537,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
162,False,"{'e': 0.053183876599922186, 'a': 0.54}",20,5,26.188940865662985,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'e': 0.05223513114619603, 'a': 0.54}",20,11,-15.191448049275351,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
164,False,"{'e': 0.051303310331919136, 'a': 0.54}",20,8,21.038292050378285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'e': 0.05038811223899596, 'a': 0.54}",25,14,21.037442999937678,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'e': 0.04948924033523821, 'a': 0.54}",25,13,24.26670939776233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'e': 0.048606403378285624, 'a': 0.54}",35,23,23.63686815229427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'e': 0.047739315321240997, 'a': 0.54}",35,3,41.29405543349212,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'e': 0.04688769521998851, 'a': 0.54}",25,8,27.62791201993862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'e': 0.046051267142165266, 'a': 0.54}",25,11,20.49052095297907,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'e': 0.045229760077756934, 'a': 0.54}",20,8,21.330642026085037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'e': 0.044422907851287996, 'a': 0.54}",25,8,21.83657582429545,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'e': 0.043630449035578694, 'a': 0.54}",25,13,20.67162791294424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'e': 0.04285212686704019, 'a': 0.54}",20,5,21.24501465299266,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'e': 0.04208768916248107, 'a': 0.54}",20,11,17.650644433717535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'e': 0.041336888237397666, 'a': 0.54}",20,5,1.2774638982191497,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,False,"{'e': 0.04059948082572219, 'a': 0.54}",20,12,15.821799779536144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'e': 0.039875228001002336, 'a': 0.54}",30,22,12.689450101076552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'e': 0.03916389509898708, 'a': 0.54}",25,8,-12.15440035362264,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'e': 0.038465251641593354, 'a': 0.54}",30,12,-6.527767096800124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'e': 0.03777907126222914, 'a': 0.54}",20,0,34.3573223095571,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,False,"{'e': 0.037105131632448794, 'a': 0.54}",25,15,-67.00847154801504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
183,False,"{'e': 0.03644321438991654, 'a': 0.54}",30,2,-6.073476799303327,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'e': 0.03579310506765532, 'a': 0.54}",20,10,18.860406746466047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
